competition,score,team,benchmark
store-sales-time-series-forecasting,0.37947,Esteban Fonseca,mle_bench
store-sales-time-series-forecasting,0.37947,Jaider Romero1,mle_bench
store-sales-time-series-forecasting,0.37947,lmlaiton,mle_bench
store-sales-time-series-forecasting,0.37947,Frand Eldimer Casas Lopez,mle_bench
store-sales-time-series-forecasting,0.37947,Gabii Alvarezz,mle_bench
dogs-vs-cats,0.98914,Pierre Sermanet,mle_bench
dogs-vs-cats,0.98308,orchid,mle_bench
dogs-vs-cats,0.98171,Owen,mle_bench
dogs-vs-cats,0.98171,Paul Covington,mle_bench
dogs-vs-cats,0.98137,Maxim Milakov,mle_bench
dogs-vs-cats,0.98102,we've been in KAIST,mle_bench
dogs-vs-cats,0.98057,Doug Koch,mle_bench
dogs-vs-cats,0.98000,fastml.com/cats-and-dogs,mle_bench
dogs-vs-cats,0.97965,Luca Massaron,mle_bench
dogs-vs-cats,0.97851,Daniel Nouri,mle_bench
dogs-vs-cats,0.97771,anton,mle_bench
dogs-vs-cats,0.97748,miacis,mle_bench
dogs-vs-cats,0.97691,DaggerFS,mle_bench
dogs-vs-cats,0.97645,jun,mle_bench
dogs-vs-cats,0.97542,Matt,mle_bench
dogs-vs-cats,0.97440,Boost.Wu,mle_bench
dogs-vs-cats,0.97417,Charlie,mle_bench
dogs-vs-cats,0.97405,Kien Trinh,mle_bench
dogs-vs-cats,0.97348,Abhishek,mle_bench
dogs-vs-cats,0.97325,sdadas,mle_bench
facial-keypoints-detection,1.28236,olegra,mle_bench
facial-keypoints-detection,1.40046,Trump,mle_bench
facial-keypoints-detection,1.40256,enes,mle_bench
facial-keypoints-detection,1.44245,helgi,mle_bench
facial-keypoints-detection,1.48413,Koguma,mle_bench
facial-keypoints-detection,1.54363,Alastair Breeze,mle_bench
facial-keypoints-detection,1.69524,ddwe,mle_bench
facial-keypoints-detection,1.69677,navidbehazin,mle_bench
facial-keypoints-detection,1.71862,MaKami,mle_bench
facial-keypoints-detection,1.74049,PengPai,mle_bench
facial-keypoints-detection,1.76596,XiaokanWang,mle_bench
facial-keypoints-detection,1.78130,bigxin,mle_bench
facial-keypoints-detection,1.78614,standrivers,mle_bench
facial-keypoints-detection,1.78763,ademenet,mle_bench
facial-keypoints-detection,1.79685,Андрей Корягин,mle_bench
facial-keypoints-detection,1.82947,JohnSchoen,mle_bench
facial-keypoints-detection,1.83898,Junhong Xu,mle_bench
facial-keypoints-detection,1.84922,Daisuke Hashimoto,mle_bench
facial-keypoints-detection,1.86134,RASPUZ,mle_bench
facial-keypoints-detection,1.86257,CCRS,mle_bench
leaf-classification,0.00000,IvanSosnovik,mle_bench
leaf-classification,0.00000,LittleNan,mle_bench
leaf-classification,0.00000,nionjo,mle_bench
leaf-classification,0.00000,gregory lagasse,mle_bench
leaf-classification,0.00000,gooron,mle_bench
leaf-classification,0.00000,Velibor Ilic,mle_bench
leaf-classification,0.00000,fansly,mle_bench
leaf-classification,0.00000,Josef,mle_bench
leaf-classification,0.00000,JuYoungAhn,mle_bench
leaf-classification,0.00000,alitvin,mle_bench
leaf-classification,0.00000,You Only Learn Once,mle_bench
leaf-classification,0.00000,Alex Lazarev,mle_bench
leaf-classification,0.00000,Alex Kvyatkovsky,mle_bench
leaf-classification,0.00000,Zeno,mle_bench
leaf-classification,0.00000,f2ostie,mle_bench
leaf-classification,0.00000,DerekSnow,mle_bench
leaf-classification,0.00000,Li Guanchun,mle_bench
leaf-classification,0.00000,Hilbert,mle_bench
leaf-classification,0.00000,notom234,mle_bench
leaf-classification,0.00000,benjo,mle_bench
forest-cover-type-prediction,1.00000,antgleb,mle_bench
forest-cover-type-prediction,0.99998,Ashish Singh,mle_bench
forest-cover-type-prediction,0.99751,ucbw207_2_forest,mle_bench
forest-cover-type-prediction,0.99538,Tian Zhou,mle_bench
forest-cover-type-prediction,0.98919,Doru Arfire,mle_bench
forest-cover-type-prediction,0.98523,TIEN VU,mle_bench
forest-cover-type-prediction,0.94594,Eugene Gritskevich,mle_bench
forest-cover-type-prediction,0.94275,Ivan Liu,mle_bench
forest-cover-type-prediction,0.91214,Céline Theeuws,mle_bench
forest-cover-type-prediction,0.90926,Deep Learner (Rahul Mohan),mle_bench
forest-cover-type-prediction,0.90391,Audere Labs,mle_bench
forest-cover-type-prediction,0.89600,Gopal Joshi,mle_bench
forest-cover-type-prediction,0.89253,Sisyphus,mle_bench
forest-cover-type-prediction,0.88772,Hans,mle_bench
forest-cover-type-prediction,0.87447,6.867_RunpengLiu,mle_bench
forest-cover-type-prediction,0.86734,JustCode,mle_bench
forest-cover-type-prediction,0.86038,zim,mle_bench
forest-cover-type-prediction,0.84617,Victor Kitov,mle_bench
forest-cover-type-prediction,0.84472,Abolfazl Hashemi,mle_bench
forest-cover-type-prediction,0.84341,Pluvius Forecasting,mle_bench
bike-sharing-demand,0.33756,Bolaka Mukherjee,mle_bench
bike-sharing-demand,0.34821,Logical Guess,mle_bench
bike-sharing-demand,0.34834,Louis Martin,mle_bench
bike-sharing-demand,0.34928,张 李,mle_bench
bike-sharing-demand,0.34928,rediculous,mle_bench
bike-sharing-demand,0.34930,just_did,mle_bench
bike-sharing-demand,0.35570,Greg,mle_bench
bike-sharing-demand,0.35595,allmi,mle_bench
bike-sharing-demand,0.35704,Gopal Joshi,mle_bench
bike-sharing-demand,0.35783,Steven Lee,mle_bench
bike-sharing-demand,0.35867,tsing,mle_bench
bike-sharing-demand,0.35901,ngon,mle_bench
bike-sharing-demand,0.36064,jasonM,mle_bench
bike-sharing-demand,0.36084,ZTRON,mle_bench
bike-sharing-demand,0.36248,[Deleted] 7841cef2-b1a2-4bb3-9360-673fa4668fac,mle_bench
bike-sharing-demand,0.36367,runningADA,mle_bench
bike-sharing-demand,0.36380,CodiLime.com,mle_bench
bike-sharing-demand,0.36386,sxzircon,mle_bench
bike-sharing-demand,0.36445,Sergey Tilga,mle_bench
bike-sharing-demand,0.36507,piotrszul,mle_bench
porto-seguro-safe-driver-prediction,0.29698,Michael Jahrer,mle_bench
porto-seguro-safe-driver-prediction,0.29413,三个臭皮匠还是打不过诸葛亮,mle_bench
porto-seguro-safe-driver-prediction,0.29271,utility,mle_bench
porto-seguro-safe-driver-prediction,0.29249,Dmitriy & Alan,mle_bench
porto-seguro-safe-driver-prediction,0.29228,Encik Besi,mle_bench
porto-seguro-safe-driver-prediction,0.29221,Guanshuo Xu,mle_bench
porto-seguro-safe-driver-prediction,0.29190,Evgeny Patekha,mle_bench
porto-seguro-safe-driver-prediction,0.29189,MSChuan-ironbar,mle_bench
porto-seguro-safe-driver-prediction,0.29185,Mario Filho | KazAnova | Faron,mle_bench
porto-seguro-safe-driver-prediction,0.29185,Fatima-ZohraBenabdelkrim,mle_bench
porto-seguro-safe-driver-prediction,0.29180,☃,mle_bench
porto-seguro-safe-driver-prediction,0.29177,摇一摇水蜜桃屁股,mle_bench
porto-seguro-safe-driver-prediction,0.29173,ASG,mle_bench
porto-seguro-safe-driver-prediction,0.29172,nicolaswesner,mle_bench
porto-seguro-safe-driver-prediction,0.29171,Incorrigible Overfitter,mle_bench
porto-seguro-safe-driver-prediction,0.29170,Philip Wahrlich,mle_bench
porto-seguro-safe-driver-prediction,0.29167,Kruegger,mle_bench
porto-seguro-safe-driver-prediction,0.29166,Anatidaephobia,mle_bench
porto-seguro-safe-driver-prediction,0.29154,Thenga Remix,mle_bench
porto-seguro-safe-driver-prediction,0.29153,Jacek Poplawski,mle_bench
allstate-claims-severity,1109.70772,Bishwarup B,mle_bench
allstate-claims-severity,1110.01363,Alexey Noskov,mle_bench
allstate-claims-severity,1110.04733,Faron,mle_bench
allstate-claims-severity,1110.24415,Zach,mle_bench
allstate-claims-severity,1110.30015,Eureka,mle_bench
allstate-claims-severity,1110.51398,Turnin',mle_bench
allstate-claims-severity,1110.61167,🇧🇷 On Vacation 🇧🇷,mle_bench
allstate-claims-severity,1110.65356,Goosify,mle_bench
allstate-claims-severity,1110.69308,Josef Feigl,mle_bench
allstate-claims-severity,1110.69996,Fargo,mle_bench
allstate-claims-severity,1111.00918,Branden Murray,mle_bench
allstate-claims-severity,1111.09527,Michael Maguire,mle_bench
allstate-claims-severity,1111.24205,SY,mle_bench
allstate-claims-severity,1111.24364,Qingchen,mle_bench
allstate-claims-severity,1111.26135,RW,mle_bench
allstate-claims-severity,1111.38680,Hakim Idjis,mle_bench
allstate-claims-severity,1111.41846,KazAnova,mle_bench
allstate-claims-severity,1111.50784,achm,mle_bench
allstate-claims-severity,1111.52353,Bowen-Yuan,mle_bench
allstate-claims-severity,1111.55191,MrOoijer,mle_bench
shelter-animal-outcomes,0.00000,CheckingExploit/Leak - Please ignore score,mle_bench
shelter-animal-outcomes,0.00301,Robbin (major exploit; ignore score; just proving a point),mle_bench
shelter-animal-outcomes,0.34093,Roger Bennett,mle_bench
shelter-animal-outcomes,0.44174,mxp (exploits leak),mle_bench
shelter-animal-outcomes,0.45174,Wag-gle,mle_bench
shelter-animal-outcomes,0.56925,Mack (exploits leak),mle_bench
shelter-animal-outcomes,0.61647,Peatle (exploits leak),mle_bench
shelter-animal-outcomes,0.62712,PoliKagglers,mle_bench
shelter-animal-outcomes,0.63352,DataLeak,mle_bench
shelter-animal-outcomes,0.64807,Pau Folque,mle_bench
shelter-animal-outcomes,0.65547,Marcos Freitas,mle_bench
shelter-animal-outcomes,0.65998,Escudero,mle_bench
shelter-animal-outcomes,0.66155,AllThatAboutBass,mle_bench
shelter-animal-outcomes,0.66166,Ryan,mle_bench
shelter-animal-outcomes,0.66288,Fabricio,mle_bench
shelter-animal-outcomes,0.66412,alexs512,mle_bench
shelter-animal-outcomes,0.66432,Andre Lima,mle_bench
shelter-animal-outcomes,0.66441,VladimirCherny,mle_bench
shelter-animal-outcomes,0.66651,Felipe Teixeira,mle_bench
shelter-animal-outcomes,0.66912,Alexandru Papiu,mle_bench
quora-question-pairs,0.11579,DL guys,mle_bench
quora-question-pairs,0.11669,Depp Learning,mle_bench
quora-question-pairs,0.11755,Jared Turkewitz & sjv,mle_bench
quora-question-pairs,0.11768,YesOfCourse,mle_bench
quora-question-pairs,0.11851,Qingchen | KazAnova | Faron,mle_bench
quora-question-pairs,0.11887,LAMAA power,mle_bench
quora-question-pairs,0.12072,aphex34,mle_bench
quora-question-pairs,0.12239,NLPFakers,mle_bench
quora-question-pairs,0.12247,Unduplicated Duplicates,mle_bench
quora-question-pairs,0.12295,♬ ♪ b.a.s.s. ♩ ♫,mle_bench
quora-question-pairs,0.12372,Ilya&Kirill,mle_bench
quora-question-pairs,0.12448,Les 4 Mousquetaires,mle_bench
quora-question-pairs,0.12513,Quora Gold,mle_bench
quora-question-pairs,0.12534,Why so duplicated?,mle_bench
quora-question-pairs,0.12590,thousandvoices,mle_bench
quora-question-pairs,0.12607,raddar & clustifier & Abhishek,mle_bench
quora-question-pairs,0.12651,I  can't speak English.,mle_bench
quora-question-pairs,0.12705,No Questions Asked,mle_bench
quora-question-pairs,0.12878,meow-kittykaggle,mle_bench
quora-question-pairs,0.12915,Andriy & Komaki,mle_bench
march-machine-learning-mania-2017,0.43857,Andrew Landgraf,mle_bench
march-machine-learning-mania-2017,0.44981,skellert,mle_bench
march-machine-learning-mania-2017,0.45373,Monte McNair,mle_bench
march-machine-learning-mania-2017,0.46100,Erik,mle_bench
march-machine-learning-mania-2017,0.46107,djscott1909,mle_bench
march-machine-learning-mania-2017,0.46492,SachinKashyap,mle_bench
march-machine-learning-mania-2017,0.46644,octonion,mle_bench
march-machine-learning-mania-2017,0.46700,Bracket Hacker,mle_bench
march-machine-learning-mania-2017,0.46755,Team Derek,mle_bench
march-machine-learning-mania-2017,0.46775,James Trotman,mle_bench
march-machine-learning-mania-2017,0.46794,Don't know what I'm doing...,mle_bench
march-machine-learning-mania-2017,0.46862,Zach,mle_bench
march-machine-learning-mania-2017,0.47029,Naus,mle_bench
march-machine-learning-mania-2017,0.47056,ShedrickBridgeforth,mle_bench
march-machine-learning-mania-2017,0.47079,Ayala,mle_bench
march-machine-learning-mania-2017,0.47195,EVBettor,mle_bench
march-machine-learning-mania-2017,0.47207,Brian E,mle_bench
march-machine-learning-mania-2017,0.47208,PEC,mle_bench
march-machine-learning-mania-2017,0.47218,raddar,mle_bench
march-machine-learning-mania-2017,0.47245,Check Bill Self,mle_bench
contradictory-my-dear-watson,0.98094,yushugulao,mle_bench
contradictory-my-dear-watson,0.97670,woshiwwwa,mle_bench
contradictory-my-dear-watson,0.95534,TimeSea320,mle_bench
contradictory-my-dear-watson,0.94898,Nanqiu Ding,mle_bench
contradictory-my-dear-watson,0.94359,Ümit Yılmaz,mle_bench
contradictory-my-dear-watson,0.93224,verlilies,mle_bench
contradictory-my-dear-watson,0.93108,DavidEmmanuel1,mle_bench
contradictory-my-dear-watson,0.93108,VashuSharma,mle_bench
contradictory-my-dear-watson,0.93108,Miracle_Han,mle_bench
contradictory-my-dear-watson,0.93070,Dragon,mle_bench
contradictory-my-dear-watson,0.92762,cloudie jiayun,mle_bench
contradictory-my-dear-watson,0.92704,siceice,mle_bench
contradictory-my-dear-watson,0.92666,VdK1ng,mle_bench
contradictory-my-dear-watson,0.92627,conglei zhao,mle_bench
contradictory-my-dear-watson,0.92531,nullscapes,mle_bench
contradictory-my-dear-watson,0.92473,Racha Badreddine,mle_bench
contradictory-my-dear-watson,0.92435,Vespera_Celeste,mle_bench
contradictory-my-dear-watson,0.92358,BNBU DENG Haoyuan,mle_bench
contradictory-my-dear-watson,0.92261,Nil Miquel Martínez,mle_bench
contradictory-my-dear-watson,0.92050,Ksupotco,mle_bench
tabular-playground-series-jan-2021,0.69381,danzel,mle_bench
tabular-playground-series-jan-2021,0.69485,Ren,mle_bench
tabular-playground-series-jan-2021,0.69496,Fatih,mle_bench
tabular-playground-series-jan-2021,0.69500,Dave E,mle_bench
tabular-playground-series-jan-2021,0.69509,杰少,mle_bench
tabular-playground-series-jan-2021,0.69517,Andy (I-Fan Chen),mle_bench
tabular-playground-series-jan-2021,0.69518,kss,mle_bench
tabular-playground-series-jan-2021,0.69521,Kento Yoshida,mle_bench
tabular-playground-series-jan-2021,0.69521,Gurupad S. Hegde,mle_bench
tabular-playground-series-jan-2021,0.69524,hellsmenser,mle_bench
tabular-playground-series-jan-2021,0.69525,Hamza,mle_bench
tabular-playground-series-jan-2021,0.69526,Alfonso Aguado,mle_bench
tabular-playground-series-jan-2021,0.69526,Andriy Samoshyn,mle_bench
tabular-playground-series-jan-2021,0.69526,Arno Candel,mle_bench
tabular-playground-series-jan-2021,0.69527,Prevision.io,mle_bench
tabular-playground-series-jan-2021,0.69527,Jonathan McKinney,mle_bench
tabular-playground-series-jan-2021,0.69527,PavanKalyan,mle_bench
tabular-playground-series-jan-2021,0.69527,Sagnik Roy,mle_bench
tabular-playground-series-jan-2021,0.69527,NikhilMishra,mle_bench
tabular-playground-series-jan-2021,0.69527,Elementals,mle_bench
tabular-playground-series-feb-2021,0.84115,Ren,mle_bench
tabular-playground-series-feb-2021,0.84228,Dave E,mle_bench
tabular-playground-series-feb-2021,0.84241,KenYoshi,mle_bench
tabular-playground-series-feb-2021,0.84245,Craig Thomas,mle_bench
tabular-playground-series-feb-2021,0.84248,Aditya Soni,mle_bench
tabular-playground-series-feb-2021,0.84249,PCEO AI club,mle_bench
tabular-playground-series-feb-2021,0.84250,Hamza,mle_bench
tabular-playground-series-feb-2021,0.84251,Bojan Tunguz,mle_bench
tabular-playground-series-feb-2021,0.84251,led_4,mle_bench
tabular-playground-series-feb-2021,0.84251,SK,mle_bench
tabular-playground-series-feb-2021,0.84251,mao-stack,mle_bench
tabular-playground-series-feb-2021,0.84252,Michael Jahrer,mle_bench
tabular-playground-series-feb-2021,0.84252,Siavash,mle_bench
tabular-playground-series-feb-2021,0.84252,Kain,mle_bench
tabular-playground-series-feb-2021,0.84252,Gaetan Lopez,mle_bench
tabular-playground-series-feb-2021,0.84252,Srishti Kohli,mle_bench
tabular-playground-series-feb-2021,0.84253,[Deleted] 4e44e31f-9e44-43ea-ae5c-241f4688b6af,mle_bench
tabular-playground-series-feb-2021,0.84253,cczouk,mle_bench
tabular-playground-series-feb-2021,0.84254,jj vanman,mle_bench
tabular-playground-series-feb-2021,0.84254,Bockdoll,mle_bench
tabular-playground-series-mar-2021,0.90057,Dave E,mle_bench
tabular-playground-series-mar-2021,0.90053,danzel,mle_bench
tabular-playground-series-mar-2021,0.89986,[Deleted] c3413334-4ca1-4dbf-b41b-4ccc012cb368,mle_bench
tabular-playground-series-mar-2021,0.89981,Luan Ademi,mle_bench
tabular-playground-series-mar-2021,0.89977,jj vanman,mle_bench
tabular-playground-series-mar-2021,0.89969,Khanh Vu Duy,mle_bench
tabular-playground-series-mar-2021,0.89969,WeCanDoIt,mle_bench
tabular-playground-series-mar-2021,0.89964,Gaurav,mle_bench
tabular-playground-series-mar-2021,0.89958,Adeyinka Michael Sotunde,mle_bench
tabular-playground-series-mar-2021,0.89954,"PENG, PIN-RUI",mle_bench
tabular-playground-series-mar-2021,0.89951,Lázaro,mle_bench
tabular-playground-series-mar-2021,0.89950,delai50,mle_bench
tabular-playground-series-mar-2021,0.89949,Nico Varas,mle_bench
tabular-playground-series-mar-2021,0.89949,AI Fortune-telling,mle_bench
tabular-playground-series-mar-2021,0.89948,Give LightAutoML a chance :),mle_bench
tabular-playground-series-mar-2021,0.89948,Let's TeamUp nd Overfit,mle_bench
tabular-playground-series-mar-2021,0.89945,Pradeep Boopathy,mle_bench
tabular-playground-series-mar-2021,0.89944,kailai,mle_bench
tabular-playground-series-mar-2021,0.89942,LkhagvadorjMunkhdalai,mle_bench
tabular-playground-series-mar-2021,0.89941,Konstantin Yakovlev,mle_bench
tabular-playground-series-apr-2021,0.81328,JiangTT,mle_bench
tabular-playground-series-apr-2021,0.81328,ahmadasadi00,mle_bench
tabular-playground-series-apr-2021,0.81320,Adeyinka Michael Sotunde,mle_bench
tabular-playground-series-apr-2021,0.81317,Soohyun Lee,mle_bench
tabular-playground-series-apr-2021,0.81316,andrekos,mle_bench
tabular-playground-series-apr-2021,0.81314,Faisal Alsrheed,mle_bench
tabular-playground-series-apr-2021,0.81313,KIMSUHYUN72,mle_bench
tabular-playground-series-apr-2021,0.81313,kimtaeuk123,mle_bench
tabular-playground-series-apr-2021,0.81313,G-sup-Lim,mle_bench
tabular-playground-series-apr-2021,0.81312,Araik Tamazian,mle_bench
tabular-playground-series-apr-2021,0.81312,shokirovn,mle_bench
tabular-playground-series-apr-2021,0.81310,Nefsi,mle_bench
tabular-playground-series-apr-2021,0.81310,MithileshThakkar,mle_bench
tabular-playground-series-apr-2021,0.81310,Choe,mle_bench
tabular-playground-series-apr-2021,0.81309,HWANGSUNGEUN,mle_bench
tabular-playground-series-apr-2021,0.81309,MinSun Park,mle_bench
tabular-playground-series-apr-2021,0.81308,Ganesh N,mle_bench
tabular-playground-series-apr-2021,0.81308,moonsh2050,mle_bench
tabular-playground-series-apr-2021,0.81308,Жапырақ Batyr,mle_bench
tabular-playground-series-apr-2021,0.81308,AI Fortune-telling,mle_bench
tabular-playground-series-may-2021,1.08763,jj vanman,mle_bench
tabular-playground-series-may-2021,1.08767,atomu oku,mle_bench
tabular-playground-series-may-2021,1.08769,Adeyinka Michael Sotunde,mle_bench
tabular-playground-series-may-2021,1.08776,lipinjuan,mle_bench
tabular-playground-series-may-2021,1.08778,Sharlto Cope,mle_bench
tabular-playground-series-may-2021,1.08781,Alen K,mle_bench
tabular-playground-series-may-2021,1.08782,diggee,mle_bench
tabular-playground-series-may-2021,1.08784,bamblebam,mle_bench
tabular-playground-series-may-2021,1.08785,buzz lightyear 8yer,mle_bench
tabular-playground-series-may-2021,1.08788,OmarVivas,mle_bench
tabular-playground-series-may-2021,1.08790,kailai,mle_bench
tabular-playground-series-may-2021,1.08792,Dmitry Z,mle_bench
tabular-playground-series-may-2021,1.08792,virtualml,mle_bench
tabular-playground-series-may-2021,1.08794,songwonmin,mle_bench
tabular-playground-series-may-2021,1.08794,Julius1R,mle_bench
tabular-playground-series-may-2021,1.08795,Marek Nurzynski,mle_bench
tabular-playground-series-may-2021,1.08795,AzzamRadman,mle_bench
tabular-playground-series-may-2021,1.08796,alperylmz,mle_bench
tabular-playground-series-may-2021,1.08800,czs,mle_bench
tabular-playground-series-may-2021,1.08801,Kuroki_A,mle_bench
tabular-playground-series-jun-2021,1.73878,kailai,mle_bench
tabular-playground-series-jun-2021,1.73905,KhanhVD,mle_bench
tabular-playground-series-jun-2021,1.73915,KCS,mle_bench
tabular-playground-series-jun-2021,1.73919,Yuma Sato,mle_bench
tabular-playground-series-jun-2021,1.73919,zhuwenxu,mle_bench
tabular-playground-series-jun-2021,1.73919,[Deleted] 4466f720-2590-414e-95a8-4e40de3b022f,mle_bench
tabular-playground-series-jun-2021,1.73919,Michael Mellinger,mle_bench
